City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Hyderabad,2017-09-21,14.88,28.99,11.41,0.05,4.06,37.47,59.0,Satisfactory
Hyderabad,2017-09-22,20.5,35.75,15.36,0.03,4.59,36.6,58.0,Satisfactory
Hyderabad,2017-09-23,29.61,63.17,17.97,0.0,5.13,30.97,54.0,Satisfactory
Hyderabad,2017-09-24,42.0,108.57,19.98,0.0,5.99,29.73,95.0,Satisfactory
Hyderabad,2017-09-25,39.68,87.46,20.38,0.0,5.73,29.35,99.0,Satisfactory
Hyderabad,2017-09-26,45.69,98.84,20.98,0.0,7.2,29.15,80.0,Satisfactory
Hyderabad,2017-09-27,50.36,108.16,23.27,0.0,6.41,28.45,107.0,Moderate
Hyderabad,2017-09-28,45.9,74.16,20.69,0.0,5.29,28.01,98.0,Satisfactory
Hyderabad,2017-09-29,41.57,58.36,18.5,0.0,4.87,31.95,74.0,Satisfactory
Hyderabad,2017-09-30,41.26,61.2,17.45,0.0,5.4,34.25,70.0,Satisfactory
Hyderabad,2017-10-01,31.08,50.52,11.81,0.26,5.12,29.4,110.0,Moderate
Hyderabad,2017-10-03,24.16,36.84,18.96,0.34,6.88,34.69,53.0,Satisfactory
Hyderabad,2017-10-04,49.75,77.06,22.44,0.66,10.46,39.92,102.0,Moderate
Hyderabad,2017-10-05,55.88,89.52,22.79,0.33,8.94,43.05,164.0,Moderate
Hyderabad,2017-10-06,28.48,54.04,19.44,0.21,5.7,32.82,102.0,Moderate
Hyderabad,2017-10-07,22.6,46.38,24.12,0.57,7.36,43.87,94.0,Satisfactory
Hyderabad,2017-10-08,32.08,42.02,24.14,0.29,19.21,36.8,100.0,Satisfactory
Hyderabad,2017-10-09,25.79,41.72,17.7,0.36,4.24,41.5,111.0,Moderate
Hyderabad,2017-10-10,28.04,46.53,24.18,0.1,8.63,70.62,103.0,Moderate
Hyderabad,2017-10-11,27.38,51.78,25.01,0.19,4.3,43.76,113.0,Moderate
Hyderabad,2017-10-12,41.74,69.1,26.83,0.11,4.2,54.35,102.0,Moderate
Hyderabad,2017-10-13,20.48,39.46,19.29,0.08,2.36,79.99,147.0,Moderate
Hyderabad,2017-10-14,33.32,60.37,25.1,0.1,2.46,63.15,123.0,Moderate
Hyderabad,2017-10-15,35.59,61.1,22.1,0.06,4.4,57.62,97.0,Satisfactory
Hyderabad,2017-10-17,72.18,133.53,36.5,0.15,11.19,67.21,154.0,Moderate
Hyderabad,2017-10-18,69.53,137.82,34.49,0.12,4.82,56.47,150.0,Moderate
Hyderabad,2017-10-19,75.46,144.81,30.6,0.31,5.43,57.92,151.0,Moderate
Hyderabad,2017-10-20,78.69,112.82,20.04,0.06,2.02,84.66,247.0,Poor
Hyderabad,2017-10-21,67.18,105.44,18.74,0.1,10.49,81.47,141.0,Moderate
Hyderabad,2017-10-22,65.39,98.82,17.27,0.07,3.29,68.38,121.0,Moderate
Hyderabad,2017-10-23,53.78,83.34,21.46,0.19,5.28,53.28,113.0,Moderate
Hyderabad,2017-10-24,63.35,97.66,24.35,0.06,5.02,40.66,111.0,Moderate
Hyderabad,2017-10-29,70.46,147.82,25.47,0.12,7.7,58.83,145.0,Moderate
Hyderabad,2017-10-31,63.38,141.15,43.37,0.79,16.79,53.67,128.0,Moderate
Hyderabad,2017-11-01,68.21,149.12,46.37,1.19,14.94,58.62,150.0,Moderate
Hyderabad,2017-11-02,69.73,141.02,37.68,1.06,17.59,63.67,156.0,Moderate
Hyderabad,2017-11-03,66.51,126.96,37.44,1.04,20.33,55.23,158.0,Moderate
Hyderabad,2017-11-04,49.62,97.93,35.86,0.58,13.5,51.23,114.0,Moderate
Hyderabad,2017-11-05,32.45,68.47,31.18,0.52,13.78,47.67,91.0,Satisfactory
Hyderabad,2017-11-06,29.33,67.08,39.1,0.58,15.11,43.64,80.0,Satisfactory
Hyderabad,2017-11-07,34.96,81.64,43.63,0.68,11.95,43.46,94.0,Satisfactory
Hyderabad,2017-11-08,38.84,82.74,40.59,0.57,17.4,54.87,105.0,Moderate
Hyderabad,2017-11-09,39.57,84.55,39.12,0.59,16.53,50.7,95.0,Satisfactory
Hyderabad,2017-11-10,44.44,83.57,35.39,0.59,22.05,55.83,100.0,Satisfactory
Hyderabad,2017-11-11,61.84,115.98,42.21,0.63,27.55,71.54,123.0,Moderate
Hyderabad,2017-11-12,57.58,109.26,42.84,0.74,21.15,53.74,123.0,Moderate
Hyderabad,2017-11-13,55.36,107.88,37.83,0.74,17.25,59.62,111.0,Moderate
Hyderabad,2017-11-14,58.41,118.47,39.01,0.83,20.01,44.16,111.0,Moderate
Hyderabad,2017-11-15,51.08,100.21,36.07,0.68,16.76,48.8,104.0,Moderate
Hyderabad,2017-11-16,41.31,82.13,34.29,0.58,13.31,43.11,92.0,Satisfactory
Hyderabad,2017-11-17,37.72,80.34,33.87,0.61,14.81,37.36,82.0,Satisfactory
Hyderabad,2017-11-18,66.82,71.59,32.58,0.65,11.42,37.79,106.0,Moderate
Hyderabad,2017-11-19,36.53,77.41,34.18,0.72,10.46,39.81,112.0,Moderate
Hyderabad,2017-11-20,43.64,89.51,36.84,0.82,10.05,42.8,86.0,Satisfactory
Hyderabad,2017-11-21,44.65,87.99,39.07,0.81,8.34,40.93,106.0,Moderate
Hyderabad,2017-11-22,40.48,75.97,32.25,0.7,14.21,51.0,102.0,Moderate
Hyderabad,2017-11-23,96.83,88.36,37.91,0.76,18.61,39.92,133.0,Moderate
Hyderabad,2017-11-24,69.5,125.61,35.4,0.76,12.78,60.26,149.0,Moderate
Hyderabad,2017-11-25,70.91,133.01,37.5,0.71,13.35,68.38,140.0,Moderate
Hyderabad,2017-11-26,84.08,137.59,50.36,0.9,10.47,52.91,147.0,Moderate
Hyderabad,2017-11-27,73.25,145.39,52.99,0.86,15.16,55.76,166.0,Moderate
Hyderabad,2017-11-28,91.39,144.06,54.18,0.9,16.7,56.56,171.0,Moderate
Hyderabad,2017-11-29,66.49,122.5,45.7,0.81,15.0,67.32,164.0,Moderate
Hyderabad,2017-11-30,64.72,121.51,45.03,0.82,14.09,60.26,140.0,Moderate
Hyderabad,2017-12-01,70.03,128.64,37.15,0.8,14.25,59.62,139.0,Moderate
Hyderabad,2017-12-02,69.44,123.66,35.14,0.76,10.97,65.3,135.0,Moderate
Hyderabad,2017-12-03,70.83,125.86,38.05,0.8,9.54,63.84,140.0,Moderate
Hyderabad,2017-12-04,70.47,119.15,37.31,0.78,12.21,67.63,144.0,Moderate
Hyderabad,2017-12-05,58.07,96.64,29.67,0.7,13.2,60.14,128.0,Moderate
Hyderabad,2017-12-06,51.81,85.9,30.32,0.72,13.15,48.64,100.0,Satisfactory
Hyderabad,2017-12-07,69.33,127.59,40.86,0.91,16.11,48.33,122.0,Moderate
Hyderabad,2017-12-08,74.79,153.15,39.18,0.8,24.61,61.72,145.0,Moderate
Hyderabad,2017-12-09,67.7,149.05,38.26,0.77,19.03,59.43,142.0,Moderate
Hyderabad,2017-12-10,48.99,108.63,37.26,0.69,22.76,39.78,120.0,Moderate
Hyderabad,2017-12-11,55.7,117.26,48.48,1.05,22.48,44.73,117.0,Moderate
Hyderabad,2017-12-12,66.78,140.38,62.23,1.19,12.94,54.6,144.0,Moderate
Hyderabad,2017-12-13,69.33,136.56,50.13,1.0,8.51,48.7,143.0,Moderate
Hyderabad,2017-12-14,66.12,120.92,39.48,0.92,7.88,48.56,132.0,Moderate
Hyderabad,2017-12-15,68.48,119.88,38.85,0.77,7.52,42.62,126.0,Moderate
Hyderabad,2017-12-16,68.87,131.11,48.12,0.88,8.56,42.31,133.0,Moderate
Hyderabad,2017-12-17,71.38,142.76,47.26,0.8,12.3,46.91,136.0,Moderate
Hyderabad,2017-12-18,73.33,143.78,37.36,0.59,22.04,56.42,140.0,Moderate
Hyderabad,2017-12-19,59.35,130.67,49.48,0.7,24.06,45.37,138.0,Moderate
Hyderabad,2017-12-20,88.14,152.17,67.71,1.33,21.88,43.0,151.0,Moderate
Hyderabad,2017-12-21,74.94,148.17,68.63,1.4,16.67,51.64,164.0,Moderate
Hyderabad,2017-12-22,130.23,162.0,73.32,1.4,16.21,50.01,195.0,Moderate
Hyderabad,2017-12-23,82.05,170.76,65.66,1.26,15.01,57.5,180.0,Moderate
Hyderabad,2017-12-24,79.19,156.46,63.74,1.14,10.11,47.69,169.0,Moderate
Hyderabad,2017-12-25,76.47,144.94,56.9,1.13,8.51,38.5,163.0,Moderate
Hyderabad,2017-12-26,76.08,151.9,53.18,0.87,18.35,53.45,164.0,Moderate
Hyderabad,2017-12-27,63.18,129.4,55.68,0.85,16.26,47.38,136.0,Moderate
Hyderabad,2017-12-28,68.65,139.18,60.71,0.93,14.18,47.22,132.0,Moderate
Hyderabad,2017-12-29,112.35,152.12,67.12,1.09,10.66,49.58,184.0,Moderate
Hyderabad,2017-12-30,65.09,132.99,67.32,1.1,9.62,41.64,156.0,Moderate
Hyderabad,2017-12-31,68.45,126.76,62.26,1.02,8.17,39.55,138.0,Moderate
Hyderabad,2018-01-01,57.7,119.64,54.46,0.99,11.25,38.93,122.0,Moderate
Hyderabad,2018-01-02,68.55,135.87,51.51,0.92,9.44,51.26,126.0,Moderate
Hyderabad,2018-01-03,77.77,149.51,46.8,0.83,10.52,56.84,163.0,Moderate
Hyderabad,2018-01-04,79.18,164.76,60.89,1.0,17.34,58.03,174.0,Moderate
Hyderabad,2018-01-05,76.33,160.28,63.88,1.05,15.67,52.74,164.0,Moderate
Hyderabad,2018-01-06,73.15,150.95,63.11,1.1,12.81,47.04,158.0,Moderate
Hyderabad,2018-01-07,72.41,144.54,55.39,1.03,11.62,50.17,146.0,Moderate
Hyderabad,2018-01-08,72.66,141.46,51.85,0.98,9.28,52.61,146.0,Moderate
Hyderabad,2018-01-09,77.65,160.44,53.96,0.95,10.51,57.35,160.0,Moderate
Hyderabad,2018-01-10,74.08,158.74,53.36,1.03,12.71,56.34,165.0,Moderate
Hyderabad,2018-01-11,76.19,162.88,59.3,1.04,17.13,55.98,160.0,Moderate
Hyderabad,2018-01-12,74.76,159.96,64.97,1.09,17.29,52.03,155.0,Moderate
Hyderabad,2018-01-13,70.48,157.0,59.98,1.19,20.89,49.6,150.0,Moderate
Hyderabad,2018-01-14,72.38,141.02,54.79,1.16,13.76,48.64,140.0,Moderate
Hyderabad,2018-01-15,70.98,115.26,37.89,0.83,7.43,50.02,143.0,Moderate
Hyderabad,2018-01-16,65.1,126.51,39.7,0.92,9.12,43.58,132.0,Moderate
Hyderabad,2018-01-17,64.2,128.06,45.06,0.87,10.5,45.85,125.0,Moderate
Hyderabad,2018-01-18,65.86,141.85,55.84,0.99,13.02,37.53,129.0,Moderate
Hyderabad,2018-01-19,61.1,139.54,56.03,0.9,17.29,38.71,129.0,Moderate
Hyderabad,2018-01-20,64.18,143.85,60.93,1.0,23.32,45.46,131.0,Moderate
Hyderabad,2018-01-21,68.52,140.77,56.67,0.95,13.76,44.16,133.0,Moderate
Hyderabad,2018-01-22,72.01,142.1,50.74,0.89,9.28,52.29,142.0,Moderate
Hyderabad,2018-01-23,60.4,117.57,46.04,0.71,6.93,47.74,125.0,Moderate
Hyderabad,2018-01-24,67.07,131.41,42.71,0.71,9.52,45.11,121.0,Moderate
Hyderabad,2018-01-25,68.8,155.17,54.52,0.89,16.47,45.4,139.0,Moderate
Hyderabad,2018-01-26,66.84,155.11,56.49,0.91,19.6,52.7,146.0,Moderate
Hyderabad,2018-01-27,69.43,156.79,55.38,1.45,13.62,52.9,167.0,Moderate
Hyderabad,2018-01-28,68.84,145.17,49.3,0.85,9.02,48.76,138.0,Moderate
Hyderabad,2018-01-29,67.69,149.79,46.08,0.84,8.69,50.19,140.0,Moderate
Hyderabad,2018-01-30,59.46,152.71,51.91,0.68,16.9,51.92,137.0,Moderate
Hyderabad,2018-01-31,53.45,141.76,59.99,1.0,20.33,40.67,130.0,Moderate
Hyderabad,2018-02-01,50.88,129.95,67.8,1.1,22.37,36.26,129.0,Moderate
Hyderabad,2018-02-02,47.46,120.39,68.01,0.99,16.85,36.32,125.0,Moderate
Hyderabad,2018-02-03,43.48,115.8,53.31,0.8,9.51,50.3,114.0,Moderate
Hyderabad,2018-02-04,39.14,105.44,41.49,0.73,9.46,54.21,104.0,Moderate
Hyderabad,2018-02-05,41.79,112.02,43.96,0.73,8.16,56.47,111.0,Moderate
Hyderabad,2018-02-06,48.86,124.69,58.09,0.86,9.68,36.51,111.0,Moderate
Hyderabad,2018-02-07,56.76,135.34,72.8,0.99,13.6,39.53,125.0,Moderate
Hyderabad,2018-02-08,46.18,105.04,59.37,0.84,13.52,34.55,114.0,Moderate
Hyderabad,2018-02-09,50.05,116.97,55.81,0.87,13.92,35.92,108.0,Moderate
Hyderabad,2018-02-10,52.28,119.66,53.5,0.82,13.07,29.39,113.0,Moderate
Hyderabad,2018-02-11,50.55,88.76,28.9,0.6,8.55,34.88,100.0,Satisfactory
Hyderabad,2018-02-12,54.34,87.6,20.55,0.61,6.61,38.74,102.0,Moderate
Hyderabad,2018-02-13,46.38,85.63,31.98,0.61,6.53,44.34,94.0,Satisfactory
Hyderabad,2018-02-14,50.52,100.95,44.77,0.76,8.3,46.28,100.0,Satisfactory
Hyderabad,2018-02-15,52.88,118.54,48.93,0.84,12.88,46.88,113.0,Moderate
Hyderabad,2018-02-16,51.84,116.94,51.24,0.81,17.02,41.68,110.0,Moderate
Hyderabad,2018-02-17,49.86,121.32,60.23,0.92,20.36,39.46,108.0,Moderate
Hyderabad,2018-02-18,55.87,126.08,58.63,1.02,10.27,47.42,116.0,Moderate
Hyderabad,2018-02-19,46.22,112.55,44.16,0.77,7.39,53.02,111.0,Moderate
Hyderabad,2018-02-20,47.64,101.62,41.75,0.74,6.36,50.85,103.0,Moderate
Hyderabad,2018-02-21,54.76,118.2,46.91,0.85,7.37,47.88,107.0,Moderate
Hyderabad,2018-02-22,57.85,131.06,49.21,0.88,8.69,46.5,114.0,Moderate
Hyderabad,2018-02-23,56.99,125.93,48.0,0.85,8.18,48.94,123.0,Moderate
Hyderabad,2018-02-24,43.57,112.47,43.62,0.7,8.22,45.22,106.0,Moderate
Hyderabad,2018-02-25,43.37,105.66,51.65,0.76,7.54,33.06,104.0,Moderate
Hyderabad,2018-02-26,56.87,119.73,65.82,1.09,9.89,40.48,118.0,Moderate
Hyderabad,2018-02-27,57.66,123.59,67.65,1.16,14.95,40.86,134.0,Moderate
Hyderabad,2018-02-28,62.25,139.53,70.43,1.3,12.91,41.99,129.0,Moderate
Hyderabad,2018-03-01,54.84,127.04,65.26,1.12,11.14,37.91,124.0,Moderate
Hyderabad,2018-03-02,52.72,120.49,56.01,1.06,10.18,43.91,118.0,Moderate
Hyderabad,2018-03-03,51.59,122.0,45.04,0.88,9.79,53.05,119.0,Moderate
Hyderabad,2018-03-04,54.72,116.74,49.19,0.94,9.17,50.33,122.0,Moderate
Hyderabad,2018-03-05,47.44,111.76,45.37,0.89,8.88,48.64,114.0,Moderate
Hyderabad,2018-03-06,47.97,104.93,38.91,0.74,9.83,56.45,106.0,Moderate
Hyderabad,2018-03-07,50.78,101.89,43.04,0.79,7.58,53.66,108.0,Moderate
Hyderabad,2018-03-08,53.81,114.59,49.93,0.92,7.22,45.08,107.0,Moderate
Hyderabad,2018-03-09,57.28,120.43,52.67,0.96,6.03,45.57,118.0,Moderate
Hyderabad,2018-03-10,66.37,133.3,49.74,1.02,7.24,50.9,122.0,Moderate
Hyderabad,2018-03-11,53.02,108.18,35.56,0.79,6.94,57.23,124.0,Moderate
Hyderabad,2018-03-12,38.87,96.19,40.44,0.67,5.14,44.39,95.0,Satisfactory
Hyderabad,2018-03-13,39.69,87.82,41.84,0.71,5.62,42.72,88.0,Satisfactory
Hyderabad,2018-03-14,47.34,101.24,45.05,0.85,7.43,49.57,103.0,Moderate
Hyderabad,2018-03-15,47.88,103.11,37.4,0.77,8.79,48.41,96.0,Satisfactory
Hyderabad,2018-03-16,60.25,134.44,39.37,0.86,14.59,43.99,115.0,Moderate
Hyderabad,2018-03-17,51.0,78.33,33.36,0.76,5.86,47.12,105.0,Moderate
Hyderabad,2018-03-18,41.38,71.63,32.85,0.7,4.84,37.7,80.0,Satisfactory
Hyderabad,2018-03-19,48.07,92.55,41.03,0.83,5.87,48.04,93.0,Satisfactory
Hyderabad,2018-03-20,54.74,102.17,47.03,0.87,7.01,47.14,103.0,Moderate
Hyderabad,2018-03-21,57.87,118.46,45.49,0.89,11.32,45.92,108.0,Moderate
Hyderabad,2018-03-22,57.07,139.34,52.52,0.86,13.35,32.33,126.0,Moderate
Hyderabad,2018-03-23,56.64,146.7,58.35,1.01,16.25,36.12,128.0,Moderate
Hyderabad,2018-03-24,59.91,149.81,63.27,1.05,16.63,39.62,131.0,Moderate
Hyderabad,2018-03-25,71.4,150.7,49.1,0.98,10.47,43.09,135.0,Moderate
Hyderabad,2018-03-26,61.47,126.86,39.51,0.84,7.69,44.76,126.0,Moderate
Hyderabad,2018-03-27,59.53,124.78,44.63,0.79,9.57,50.92,123.0,Moderate
Hyderabad,2018-03-28,53.11,113.07,40.84,0.75,9.65,51.24,116.0,Moderate
Hyderabad,2018-03-29,62.27,135.91,48.19,0.91,9.33,48.28,122.0,Moderate
Hyderabad,2018-03-30,54.62,114.81,40.32,0.81,7.54,45.56,120.0,Moderate
Hyderabad,2018-03-31,50.15,112.36,41.99,0.83,7.47,49.61,110.0,Moderate
Hyderabad,2018-04-01,43.05,89.8,31.47,0.63,5.79,48.2,103.0,Moderate
Hyderabad,2018-04-02,37.91,75.96,38.98,0.72,5.28,44.0,84.0,Satisfactory
Hyderabad,2018-04-03,51.35,97.31,40.96,0.78,5.64,41.0,99.0,Satisfactory
Hyderabad,2018-04-04,44.94,91.88,39.39,0.72,5.82,50.85,101.0,Moderate
Hyderabad,2018-04-05,41.51,86.82,36.55,0.67,4.72,43.49,92.0,Satisfactory
Hyderabad,2018-04-06,46.87,103.01,42.39,0.74,5.68,46.02,98.0,Satisfactory
Hyderabad,2018-04-07,35.9,79.03,50.76,0.76,9.13,49.0,93.0,Satisfactory
Hyderabad,2018-04-08,30.27,61.55,35.94,0.67,5.05,44.24,85.0,Satisfactory
Hyderabad,2018-04-09,40.26,91.86,41.16,0.71,6.94,47.22,95.0,Satisfactory
Hyderabad,2018-04-10,35.54,97.46,38.69,0.79,6.42,37.75,98.0,Satisfactory
Hyderabad,2018-04-11,27.63,72.09,31.01,0.68,6.12,31.17,88.0,Satisfactory
Hyderabad,2018-04-12,31.58,79.04,42.54,0.67,7.29,38.29,83.0,Satisfactory
Hyderabad,2018-04-13,25.24,66.21,33.9,0.56,5.19,38.8,83.0,Satisfactory
Hyderabad,2018-04-14,23.05,58.22,30.02,0.69,4.9,40.13,79.0,Satisfactory
Hyderabad,2018-04-15,29.71,63.54,31.86,0.83,5.47,27.82,73.0,Satisfactory
Hyderabad,2018-04-16,45.86,103.38,45.36,0.9,8.34,36.09,100.0,Satisfactory
Hyderabad,2018-04-17,34.29,90.45,38.79,0.72,5.64,41.82,99.0,Satisfactory
Hyderabad,2018-04-18,37.19,92.25,35.18,0.61,9.98,45.82,93.0,Satisfactory
Hyderabad,2018-04-19,43.52,118.3,44.05,0.77,10.51,39.18,108.0,Moderate
Hyderabad,2018-04-20,42.38,120.61,44.88,0.86,9.2,37.27,117.0,Moderate
Hyderabad,2018-04-21,49.14,139.55,51.13,0.9,10.1,31.15,122.0,Moderate
Hyderabad,2018-04-22,42.97,110.65,39.3,0.75,7.55,43.31,117.0,Moderate
Hyderabad,2018-04-23,33.12,80.06,28.02,0.56,6.52,49.31,90.0,Satisfactory
Hyderabad,2018-04-24,33.09,95.19,35.48,0.54,6.92,51.74,90.0,Satisfactory
Hyderabad,2018-04-25,35.61,86.24,29.59,0.6,6.07,53.56,104.0,Moderate
Hyderabad,2018-04-26,38.11,92.67,35.66,0.62,6.99,52.61,94.0,Satisfactory
Hyderabad,2018-04-27,39.78,99.47,35.85,0.68,7.12,52.49,101.0,Moderate
Hyderabad,2018-04-28,39.85,86.22,30.66,0.52,6.84,46.38,94.0,Satisfactory
Hyderabad,2018-04-29,43.44,95.6,30.99,0.59,7.72,49.28,102.0,Moderate
Hyderabad,2018-04-30,44.84,106.84,39.52,0.7,9.74,44.31,103.0,Moderate
Hyderabad,2018-05-01,43.83,133.09,32.08,0.57,7.94,45.47,116.0,Moderate
Hyderabad,2018-05-02,36.08,95.82,31.21,0.7,5.92,48.88,101.0,Moderate
Hyderabad,2018-05-03,31.39,86.12,27.73,0.56,5.45,48.87,98.0,Satisfactory
Hyderabad,2018-05-04,19.59,48.18,31.67,0.62,6.1,50.95,81.0,Satisfactory
Hyderabad,2018-05-05,28.81,68.37,30.11,0.6,5.94,51.31,74.0,Satisfactory
Hyderabad,2018-05-06,31.91,81.65,28.95,0.58,6.47,47.6,83.0,Satisfactory
Hyderabad,2018-05-07,33.68,93.43,28.72,0.58,6.91,51.78,93.0,Satisfactory
Hyderabad,2018-05-08,43.05,110.15,43.5,0.97,7.8,46.9,111.0,Moderate
Hyderabad,2018-05-09,44.32,101.87,37.73,0.67,6.11,43.87,112.0,Moderate
Hyderabad,2018-05-10,33.83,74.91,31.53,0.63,5.28,45.59,101.0,Moderate
Hyderabad,2018-05-11,32.76,80.97,31.48,0.66,6.44,50.78,95.0,Satisfactory
Hyderabad,2018-05-12,33.05,81.54,31.04,0.64,5.79,50.32,96.0,Satisfactory
Hyderabad,2018-05-13,31.85,76.51,32.48,0.74,6.11,61.46,101.0,Moderate
Hyderabad,2018-05-14,29.86,67.84,26.02,0.64,5.38,56.79,100.0,Satisfactory
Hyderabad,2018-05-15,24.49,46.54,24.04,0.68,4.84,51.51,87.0,Satisfactory
Hyderabad,2018-05-16,41.89,90.88,33.42,0.78,8.26,48.44,85.0,Satisfactory
Hyderabad,2018-05-17,43.47,103.29,41.31,0.9,9.18,39.03,106.0,Moderate
Hyderabad,2018-05-18,37.31,88.67,35.51,0.62,6.93,45.12,89.0,Satisfactory
Hyderabad,2018-05-19,47.42,136.63,37.25,0.69,8.04,46.38,103.0,Moderate
Hyderabad,2018-05-20,38.59,106.87,29.22,0.62,6.25,62.1,117.0,Moderate
Hyderabad,2018-05-21,48.33,137.04,32.24,0.91,6.97,59.66,132.0,Moderate
Hyderabad,2018-05-22,42.68,108.84,27.06,0.69,7.04,56.37,120.0,Moderate
Hyderabad,2018-05-23,47.5,122.16,33.71,0.83,6.22,52.86,110.0,Moderate
Hyderabad,2018-05-24,36.41,93.09,32.39,0.78,6.42,47.17,104.0,Moderate
Hyderabad,2018-05-25,42.17,108.46,31.54,0.76,6.99,55.12,119.0,Moderate
Hyderabad,2018-05-26,23.65,67.93,25.79,0.69,4.39,36.5,91.0,Satisfactory
Hyderabad,2018-05-27,26.11,69.28,26.65,0.78,6.26,49.07,83.0,Satisfactory
Hyderabad,2018-05-28,31.17,76.56,25.45,0.72,5.77,45.6,87.0,Satisfactory
Hyderabad,2018-05-29,34.68,91.62,28.48,0.64,6.41,46.07,84.0,Satisfactory
Hyderabad,2018-05-30,31.7,80.59,26.77,0.58,6.53,44.57,89.0,Satisfactory
Hyderabad,2018-05-31,32.57,83.68,25.25,0.83,5.81,45.54,93.0,Satisfactory
Hyderabad,2018-06-01,37.26,77.09,31.53,0.64,6.76,52.89,110.0,Moderate
Hyderabad,2018-06-02,36.7,63.45,35.45,0.77,6.87,35.35,82.0,Satisfactory
Hyderabad,2018-06-03,34.85,73.89,29.14,0.62,7.11,44.34,83.0,Satisfactory
Hyderabad,2018-06-04,30.95,64.8,26.22,0.56,7.1,57.7,89.0,Satisfactory
Hyderabad,2018-06-05,31.51,67.42,30.16,0.62,7.18,48.4,83.0,Satisfactory
Hyderabad,2018-06-06,31.33,62.83,29.59,0.64,7.06,47.76,84.0,Satisfactory
Hyderabad,2018-06-07,19.68,25.82,22.53,0.61,5.17,47.94,69.0,Satisfactory
Hyderabad,2018-06-08,19.43,33.87,22.16,0.71,6.1,40.15,68.0,Satisfactory
Hyderabad,2018-06-09,20.03,42.57,22.16,0.68,6.84,33.8,64.0,Satisfactory
Hyderabad,2018-06-10,16.49,32.8,20.62,0.64,7.35,22.52,52.0,Satisfactory
Hyderabad,2018-06-11,22.31,55.94,23.24,0.66,8.45,18.82,53.0,Satisfactory
Hyderabad,2018-06-12,29.92,88.06,23.7,0.66,10.11,17.16,70.0,Satisfactory
Hyderabad,2018-06-13,30.85,89.47,21.31,0.6,7.58,19.6,84.0,Satisfactory
Hyderabad,2018-06-14,34.44,92.58,23.31,0.54,8.26,17.53,86.0,Satisfactory
Hyderabad,2018-06-15,27.83,86.25,20.05,0.57,9.66,20.79,86.0,Satisfactory
Hyderabad,2018-06-16,22.9,63.65,20.48,0.6,8.96,22.0,67.0,Satisfactory
Hyderabad,2018-06-17,21.99,66.18,20.32,0.57,9.83,19.71,67.0,Satisfactory
Hyderabad,2018-06-18,17.2,48.97,20.17,0.58,8.6,19.88,59.0,Satisfactory
Hyderabad,2018-06-19,14.61,29.85,18.2,0.53,6.94,23.9,50.0,Good
Hyderabad,2018-06-20,15.27,26.79,21.39,0.44,6.5,27.49,58.0,Satisfactory
Hyderabad,2018-06-21,10.31,33.35,22.02,0.46,6.21,27.79,52.0,Satisfactory
Hyderabad,2018-06-22,21.26,45.55,28.03,0.49,6.19,25.78,56.0,Satisfactory
Hyderabad,2018-06-23,20.07,34.46,23.78,0.36,6.35,23.59,56.0,Satisfactory
Hyderabad,2018-06-24,16.99,37.87,20.56,0.23,6.42,19.13,41.0,Good
Hyderabad,2018-06-25,16.31,41.38,20.7,0.27,6.36,17.31,41.0,Good
Hyderabad,2018-06-26,16.23,41.54,23.21,0.26,5.93,17.5,41.0,Good
Hyderabad,2018-06-27,17.64,46.04,28.07,0.26,4.6,15.07,44.0,Good
Hyderabad,2018-06-28,18.93,50.36,24.39,0.28,5.05,17.65,46.0,Good
Hyderabad,2018-06-29,18.18,57.2,22.68,0.3,5.38,23.37,65.0,Satisfactory
Hyderabad,2018-06-30,20.85,57.03,26.4,0.33,6.64,22.0,62.0,Satisfactory
Hyderabad,2018-07-01,16.91,39.49,27.03,0.3,7.1,25.21,60.0,Satisfactory
Hyderabad,2018-07-02,16.48,42.25,24.21,0.24,5.74,23.96,53.0,Satisfactory
Hyderabad,2018-07-03,16.28,41.16,23.43,0.26,5.56,22.53,59.0,Satisfactory
Hyderabad,2018-07-04,15.97,58.87,22.07,0.35,5.95,21.98,71.0,Satisfactory
Hyderabad,2018-07-05,13.22,40.07,22.74,0.25,6.07,20.08,68.0,Satisfactory
Hyderabad,2018-07-06,20.05,48.6,26.0,0.3,5.06,18.73,49.0,Good
Hyderabad,2018-07-07,22.74,51.43,27.25,0.34,5.19,18.53,59.0,Satisfactory
Hyderabad,2018-07-08,19.92,45.9,25.11,0.28,5.61,20.17,62.0,Satisfactory
Hyderabad,2018-07-09,16.63,36.37,23.21,0.22,5.45,18.43,44.0,Good
Hyderabad,2018-07-10,19.7,44.03,21.7,0.25,5.47,16.26,48.0,Good
Hyderabad,2018-07-11,19.05,45.74,23.04,0.3,4.83,19.91,54.0,Satisfactory
Hyderabad,2018-07-12,11.93,16.09,22.14,0.25,4.96,20.46,49.0,Good
Hyderabad,2018-07-13,13.21,26.26,20.22,0.27,6.21,15.7,37.0,Good
Hyderabad,2018-07-14,17.97,40.97,26.02,0.28,6.88,15.88,42.0,Good
Hyderabad,2018-07-15,16.12,39.28,25.58,0.31,6.66,21.52,58.0,Satisfactory
Hyderabad,2018-07-16,11.04,20.0,21.19,0.37,8.75,16.13,72.0,Satisfactory
Hyderabad,2018-07-17,12.14,26.59,20.54,0.26,6.46,14.86,38.0,Good
